,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
9019,<<hindu-<sva-rAjya>T6-sTApanAyAH>T6>T6 <mAvala-yuvakAH>T6,hindu sva rAjya sTApanAyAH mAvala yuvakAH,B-C I-C I-C I-C B-C I-C,"0,4 T6|0,4 T6|1,3 T6|4,6 T6",<<hindu-<sva-rAjya>Tatpurusha-sTApanAyAH>Tatpurusha>Tatpurusha <mAvala-yuvakAH>Tatpurusha,"0,4 Tatpurusha|0,4 Tatpurusha|1,3 Tatpurusha|4,6 Tatpurusha"
9020,<<snigDa-svinna>Di-uttamANgasya>Bs6,snigDa svinna uttamANgasya,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<snigDa-svinna>Dvandva-uttamANgasya>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
9021,<kAla-anantaram>T6 <<mAtf-zvasfd>T6-geham>T6,kAla anantaram mAtf zvasfd geham,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T6",<kAla-anantaram>Tatpurusha <<mAtf-zvasfd>Tatpurusha-geham>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
9022,<nf-patiH>T6 <<stuti-gAna>T6-parEH>T7,nf patiH stuti gAna parEH,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T7",<nf-patiH>Tatpurusha <<stuti-gAna>Tatpurusha-parEH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
9023,<ekavarza-pUrvam>T6 <madrAsa-nagarAt>K7 <<sTAna-antaraRa>T6-hetunA>T6 <laGu-nagaryAm>K1,ekavarza pUrvam madrAsa nagarAt sTAna antaraRa hetunA laGu nagaryAm,B-C I-C B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 K7|4,6 T6|4,7 T6|7,9 K1",<ekavarza-pUrvam>Tatpurusha <madrAsa-nagarAt>Tatpurusha <<sTAna-antaraRa>Tatpurusha-hetunA>Tatpurusha <laGu-nagaryAm>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha|7,9 Tatpurusha"
9024,<sAhAyya-prArTanAyE>T6 <<rUs-deSa>K7-gamanaM>T6,sAhAyya prArTanAyE rUs deSa gamanaM,B-C I-C B-C I-C I-C,"0,2 T6|2,4 K7|2,5 T6",<sAhAyya-prArTanAyE>Tatpurusha <<rUs-deSa>Tatpurusha-gamanaM>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
9025,<dillI-<nf-ISasya>T7>T6 <sEnya-dalam>T6 <na-kzamaM>Tn,dillI nf ISasya sEnya dalam na kzamaM,B-C I-C I-C B-C I-C B-C I-C,"0,3 T6|1,3 T7|3,5 T6|5,7 Tn",<dillI-<nf-ISasya>Tatpurusha>Tatpurusha <sEnya-dalam>Tatpurusha <na-kzamaM>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha"
9026,<saMskfta-paRqitam>T6 <<rAjan-niyama>T6-BaNga>T6,saMskfta paRqitam rAjan niyama BaNga,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T6",<saMskfta-paRqitam>Tatpurusha <<rAjan-niyama>Tatpurusha-BaNga>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
9027,<<kara-Dfta>T3-syUtaH>Bs6,kara Dfta syUtaH,B-C I-C I-C,"0,2 T3|0,3 Bs6",<<kara-Dfta>Tatpurusha-syUtaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
9028,<SAstra-prameyasya>T6 <<veda-boDita>T3-<izwa-sADana>T6-tAka>Bs6,SAstra prameyasya veda boDita izwa sADana tAka,B-C I-C B-C I-C I-C I-C I-C,"0,2 T6|2,4 T3|2,7 Bs6|4,6 T6",<SAstra-prameyasya>Tatpurusha <<veda-boDita>Tatpurusha-<izwa-sADana>Tatpurusha-tAka>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,7 Bahuvrihi|4,6 Tatpurusha"
9029,<vajra-agrEH>T6 <<dAryamARa-vizam>K1-AcCElA-cCilAH>K5,vajra agrEH dAryamARa vizam AcCElA cCilAH,B-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 K1|2,6 K5",<vajra-agrEH>Tatpurusha <<dAryamARa-vizam>Tatpurusha-AcCElA-cCilAH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,6 Tatpurusha"
9030,<<sva-niyoga>T6-carcA>T6,sva niyoga carcA,B-C I-C I-C,"0,2 T6|0,3 T6",<<sva-niyoga>Tatpurusha-carcA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9031,<<tat-pada>K1-vAcyaH>T3,tat pada vAcyaH,B-C I-C I-C,"0,2 K1|0,3 T3",<<tat-pada>Tatpurusha-vAcyaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9032,<nirasta-<haya-nAga-narendra-yoDA>Di>Bs7,nirasta haya nAga narendra yoDA,B-C I-C I-C I-C I-C,"0,5 Bs7|1,5 Di",<nirasta-<haya-nAga-narendra-yoDA>Dvandva>Bahuvrihi,"0,5 Bahuvrihi|1,5 Dvandva"
9033,<<sarva-<na-spfSya>Tn>K1-vargaH>T6,sarva na spfSya vargaH,B-C I-C I-C I-C,"0,3 K1|0,4 T6|1,3 Tn",<<sarva-<na-spfSya>Tatpurusha>Tatpurusha-vargaH>Tatpurusha,"0,3 Tatpurusha|0,4 Tatpurusha|1,3 Tatpurusha"
9034,<rAjan-sadasi>T6 <rAjajI-nAmAnam>Bs6 <sva-Svasuram>T6 <<kuSala-praSna>K1-anantaram>T6 <<sva-vftta>T6-antam>T6,rAjan sadasi rAjajI nAmAnam sva Svasuram kuSala praSna anantaram sva vftta antam,B-C I-C B-C I-C B-C I-C B-C I-C I-C B-C I-C I-C,"0,2 T6|2,4 Bs6|4,6 T6|6,8 K1|6,9 T6|9,11 T6|9,12 T6",<rAjan-sadasi>Tatpurusha <rAjajI-nAmAnam>Bahuvrihi <sva-Svasuram>Tatpurusha <<kuSala-praSna>Tatpurusha-anantaram>Tatpurusha <<sva-vftta>Tatpurusha-antam>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|4,6 Tatpurusha|6,8 Tatpurusha|6,9 Tatpurusha|9,11 Tatpurusha|9,12 Tatpurusha"
9035,<eka-agram>Bs6 <yata-<citta-indriya-kriyaH>Di>Bs6,eka agram yata citta indriya kriyaH,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,6 Bs6|3,6 Di",<eka-agram>Bahuvrihi <yata-<citta-indriya-kriyaH>Dvandva>Bahuvrihi,"0,2 Bahuvrihi|2,6 Bahuvrihi|3,6 Dvandva"
9036,<SIta-bahule>T6 <sIDu-suDAyAH>K7 <<sva-patnI>T6-<para-patnI>T6-vivekam>T7,SIta bahule sIDu suDAyAH sva patnI para patnI vivekam,B-C I-C B-C I-C B-C I-C I-C I-C I-C,"0,2 T6|2,4 K7|4,6 T6|4,9 T7|6,8 T6",<SIta-bahule>Tatpurusha <sIDu-suDAyAH>Tatpurusha <<sva-patnI>Tatpurusha-<para-patnI>Tatpurusha-vivekam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,9 Tatpurusha|6,8 Tatpurusha"
9037,<<sva-karma>T6-nirataH>T7,sva karma nirataH,B-C I-C I-C,"0,2 T6|0,3 T7",<<sva-karma>Tatpurusha-nirataH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9038,<<yoga-aByAsa>T6-aNgIkaraRena>T6 <<<<iha-loka>K1-<para-loka>K1>Di-prApti>T6-nimittAni>Bs6,yoga aByAsa aNgIkaraRena iha loka para loka prApti nimittAni,B-C I-C I-C B-C I-C I-C I-C I-C I-C,"0,2 T6|0,3 T6|3,5 K1|3,7 Di|3,8 T6|3,9 Bs6|5,7 K1",<<yoga-aByAsa>Tatpurusha-aNgIkaraRena>Tatpurusha <<<<iha-loka>Tatpurusha-<para-loka>Tatpurusha>Dvandva-prApti>Tatpurusha-nimittAni>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,7 Dvandva|3,8 Tatpurusha|3,9 Bahuvrihi|5,7 Tatpurusha"
9039,<tfzRA-dAha-jvara-SvAsa-raktapitta-kzata-kzayAn>Di,tfzRA dAha jvara SvAsa raktapitta kzata kzayAn,B-C I-C I-C I-C I-C I-C I-C,"0,7 Di",<tfzRA-dAha-jvara-SvAsa-raktapitta-kzata-kzayAn>Dvandva,"0,7 Dvandva"
9040,<<rAjan-mArga>T6-sTena>U,rAjan mArga sTena,B-C I-C I-C,"0,2 T6|0,3 U",<<rAjan-mArga>Tatpurusha-sTena>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9041,<iti-AdO>Bs6 <<DAtu-arTa>T6-anvayI>T7,iti AdO DAtu arTa anvayI,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 T6|2,5 T7",<iti-AdO>Bahuvrihi <<DAtu-arTa>Tatpurusha-anvayI>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
9042,<icCA-dvezO>Di <<<<suKa-duHKa>Di-tad>K2-hetu>T6-saMprAptyA>T6 <labDa-AtmakO>Bs6,icCA dvezO suKa duHKa tad hetu saMprAptyA labDa AtmakO,B-C I-C B-C I-C I-C I-C I-C B-C I-C,"0,2 Di|2,4 Di|2,5 K2|2,6 T6|2,7 T6|7,9 Bs6",<icCA-dvezO>Dvandva <<<<suKa-duHKa>Dvandva-tad>Tatpurusha-hetu>Tatpurusha-saMprAptyA>Tatpurusha <labDa-AtmakO>Bahuvrihi,"0,2 Dvandva|2,4 Dvandva|2,5 Tatpurusha|2,6 Tatpurusha|2,7 Tatpurusha|7,9 Bahuvrihi"
9043,<na-jAnatA>Tn <paritoza-nimittam>T6 <bakula-sarala-sarja-arjuna-kadamba-nIpa-nicula-praBftIni>Di <<meGa-kAla>T6-vallaBAni>T7 <parama-suraBIRi>K1,na jAnatA paritoza nimittam bakula sarala sarja arjuna kadamba nIpa nicula praBftIni meGa kAla vallaBAni parama suraBIRi,B-C I-C B-C I-C B-C I-C I-C I-C I-C I-C I-C I-C B-C I-C I-C B-C I-C,"0,2 Tn|2,4 T6|4,12 Di|12,14 T6|12,15 T7|15,17 K1",<na-jAnatA>Tatpurusha <paritoza-nimittam>Tatpurusha <bakula-sarala-sarja-arjuna-kadamba-nIpa-nicula-praBftIni>Dvandva <<meGa-kAla>Tatpurusha-vallaBAni>Tatpurusha <parama-suraBIRi>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,12 Dvandva|12,14 Tatpurusha|12,15 Tatpurusha|15,17 Tatpurusha"
9044,<<<<atIta-<na-Agata>Tn>Di-aDyAya>K1-arTa>T6-jAtam>T6,atIta na Agata aDyAya arTa jAtam,B-C I-C I-C I-C I-C I-C,"0,3 Di|0,4 K1|0,5 T6|0,6 T6|1,3 Tn",<<<<atIta-<na-Agata>Tatpurusha>Dvandva-aDyAya>Tatpurusha-arTa>Tatpurusha-jAtam>Tatpurusha,"0,3 Dvandva|0,4 Tatpurusha|0,5 Tatpurusha|0,6 Tatpurusha|1,3 Tatpurusha"
9045,<teja-jala-vAyuByaH>Di,teja jala vAyuByaH,B-C I-C I-C,"0,3 Di",<teja-jala-vAyuByaH>Dvandva,"0,3 Dvandva"
9046,<tad-anantaraM>T6 <<gfha-vastu>T6-SoDane>T6 <<vEri-prezita>T3-patrARi>T6 <<deSa-droha>T6-aparADinam>T6,tad anantaraM gfha vastu SoDane vEri prezita patrARi deSa droha aparADinam,B-C I-C B-C I-C I-C B-C I-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T6|5,7 T3|5,8 T6|8,10 T6|8,11 T6",<tad-anantaraM>Tatpurusha <<gfha-vastu>Tatpurusha-SoDane>Tatpurusha <<vEri-prezita>Tatpurusha-patrARi>Tatpurusha <<deSa-droha>Tatpurusha-aparADinam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha|8,10 Tatpurusha|8,11 Tatpurusha"
9047,<<tfzRA-mUrcCA>Di-parItAH>T3 <tAlu-Soza>T6,tfzRA mUrcCA parItAH tAlu Soza,B-C I-C I-C B-C I-C,"0,2 Di|0,3 T3|3,5 T6",<<tfzRA-mUrcCA>Dvandva-parItAH>Tatpurusha <tAlu-Soza>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Tatpurusha"
9048,<madya-amla-kAYjikEH>Di,madya amla kAYjikEH,B-C I-C I-C,"0,3 Di",<madya-amla-kAYjikEH>Dvandva,"0,3 Dvandva"
9049,<prAktana-<vidyA-pariRatAnAM>T7>K1,prAktana vidyA pariRatAnAM,B-C I-C I-C,"0,3 K1|1,3 T7",<prAktana-<vidyA-pariRatAnAM>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
9050,<Apta-AgamaH>T6 <a-viparItaH>Tn <Sizwa-anumataH>T3 <<loka-anugraha>T6-pravfttaH>T3 <SAstra-vAdaH>T6,Apta AgamaH a viparItaH Sizwa anumataH loka anugraha pravfttaH SAstra vAdaH,B-C I-C B-C I-C B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 Tn|4,6 T3|6,8 T6|6,9 T3|9,11 T6",<Apta-AgamaH>Tatpurusha <a-viparItaH>Tatpurusha <Sizwa-anumataH>Tatpurusha <<loka-anugraha>Tatpurusha-pravfttaH>Tatpurusha <SAstra-vAdaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|6,8 Tatpurusha|6,9 Tatpurusha|9,11 Tatpurusha"
9051,<<<anvita-aBiDAna>T6-<na-upapatti>Tn>T6-vaSAt>T6,anvita aBiDAna na upapatti vaSAt,B-C I-C I-C I-C I-C,"0,2 T6|0,4 T6|0,5 T6|2,4 Tn",<<<anvita-aBiDAna>Tatpurusha-<na-upapatti>Tatpurusha>Tatpurusha-vaSAt>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|2,4 Tatpurusha"
9052,<<Atman-Beda>T6-aBiprAyeRa>T6,Atman Beda aBiprAyeRa,B-C I-C I-C,"0,2 T6|0,3 T6",<<Atman-Beda>Tatpurusha-aBiprAyeRa>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9053,<<karman-Pala>T6-asaNgam>T7,karman Pala asaNgam,B-C I-C I-C,"0,2 T6|0,3 T7",<<karman-Pala>Tatpurusha-asaNgam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9054,<<rAjan-kArya>T6-Adizu>Bs6,rAjan kArya Adizu,B-C I-C I-C,"0,2 T6|0,3 Bs6",<<rAjan-kArya>Tatpurusha-Adizu>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
9055,<<<janya-janaka>Di-saMbanDa>T6-nimittaH>Bs6,janya janaka saMbanDa nimittaH,B-C I-C I-C I-C,"0,2 Di|0,3 T6|0,4 Bs6",<<<janya-janaka>Dvandva-saMbanDa>Tatpurusha-nimittaH>Bahuvrihi,"0,2 Dvandva|0,3 Tatpurusha|0,4 Bahuvrihi"
9056,<iti-AdO>Bs6 <<pra-Sabda>K7-dyotyasya>T3 <<<DAtu-arTa>T6-namana>K1-viSezaRa>T6 <anvaya-boDAt>T6,iti AdO pra Sabda dyotyasya DAtu arTa namana viSezaRa anvaya boDAt,B-C I-C B-C I-C I-C B-C I-C I-C I-C B-C I-C,"0,2 Bs6|2,4 K7|2,5 T3|5,7 T6|5,8 K1|5,9 T6|9,11 T6",<iti-AdO>Bahuvrihi <<pra-Sabda>Tatpurusha-dyotyasya>Tatpurusha <<<DAtu-arTa>Tatpurusha-namana>Tatpurusha-viSezaRa>Tatpurusha <anvaya-boDAt>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha|5,9 Tatpurusha|9,11 Tatpurusha"
9057,<<<nitya-kriyA>T6-nirvftti>T3-arTam>T4,nitya kriyA nirvftti arTam,B-C I-C I-C I-C,"0,2 T6|0,3 T3|0,4 T4",<<<nitya-kriyA>Tatpurusha-nirvftti>Tatpurusha-arTam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
9058,<<daSama-kakzA>K1-uttIrRA>T7,daSama kakzA uttIrRA,B-C I-C I-C,"0,2 K1|0,3 T7",<<daSama-kakzA>Tatpurusha-uttIrRA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9059,<<pitta-Slezma>Di-kzaye>T6,pitta Slezma kzaye,B-C I-C I-C,"0,2 Di|0,3 T6",<<pitta-Slezma>Dvandva-kzaye>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
9060,<<dUra-deSa>K1-sTaH>U,dUra deSa sTaH,B-C I-C I-C,"0,2 K1|0,3 U",<<dUra-deSa>Tatpurusha-sTaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9061,<nala-<rAjan-kumAra>T6>K7 <nala-<rAjan-kumAra>T6>K7,nala rAjan kumAra nala rAjan kumAra,B-C I-C I-C B-C I-C I-C,"0,3 K7|1,3 T6|3,6 K7|4,6 T6",<nala-<rAjan-kumAra>Tatpurusha>Tatpurusha <nala-<rAjan-kumAra>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha|3,6 Tatpurusha|4,6 Tatpurusha"
9062,<sva-viSezye>T6 <<<<viSezaRa-aBAva>T6-jYAna>T6-aBAva>T6-prayojaka>T3,sva viSezye viSezaRa aBAva jYAna aBAva prayojaka,B-C I-C B-C I-C I-C I-C I-C,"0,2 T6|2,4 T6|2,5 T6|2,6 T6|2,7 T3",<sva-viSezye>Tatpurusha <<<<viSezaRa-aBAva>Tatpurusha-jYAna>Tatpurusha-aBAva>Tatpurusha-prayojaka>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha|2,7 Tatpurusha"
9063,<<kriyA-viSezaRa>T6-sTale>T6 <vEyAkaraRa-aBimatAm>T6 <stoka-AdeH>Bs6 <karman-saMjYAm>K7 <lakAra-ApattyA>T6,kriyA viSezaRa sTale vEyAkaraRa aBimatAm stoka AdeH karman saMjYAm lakAra ApattyA,B-C I-C I-C B-C I-C B-C I-C B-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 T6|5,7 Bs6|7,9 K7|9,11 T6",<<kriyA-viSezaRa>Tatpurusha-sTale>Tatpurusha <vEyAkaraRa-aBimatAm>Tatpurusha <stoka-AdeH>Bahuvrihi <karman-saMjYAm>Tatpurusha <lakAra-ApattyA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|5,7 Bahuvrihi|7,9 Tatpurusha|9,11 Tatpurusha"
9064,<<cEtra-vftti>Bv-kartftvasya>K1,cEtra vftti kartftvasya,B-C I-C I-C,"0,2 Bv|0,3 K1",<<cEtra-vftti>Bahuvrihi-kartftvasya>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha"
9065,<<na-vikriya>Tn-svaBAvatve>T6 <aDizWAna-AdiBiH>Bs6 <saMhatatva-<na-upapatteH>Tn>T6,na vikriya svaBAvatve aDizWAna AdiBiH saMhatatva na upapatteH,B-C I-C I-C B-C I-C B-C I-C I-C,"0,2 Tn|0,3 T6|3,5 Bs6|5,8 T6|6,8 Tn",<<na-vikriya>Tatpurusha-svaBAvatve>Tatpurusha <aDizWAna-AdiBiH>Bahuvrihi <saMhatatva-<na-upapatteH>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi|5,8 Tatpurusha|6,8 Tatpurusha"
9066,<<utpala-kumuda-padma>Di-kiYjalkaH>T6 <sAMgrAhika-<raktapitta-praSamanAnAM>U>Di,utpala kumuda padma kiYjalkaH sAMgrAhika raktapitta praSamanAnAM,B-C I-C I-C I-C B-C I-C I-C,"0,3 Di|0,4 T6|4,7 Di|5,7 U",<<utpala-kumuda-padma>Dvandva-kiYjalkaH>Tatpurusha <sAMgrAhika-<raktapitta-praSamanAnAM>Tatpurusha>Dvandva,"0,3 Dvandva|0,4 Tatpurusha|4,7 Dvandva|5,7 Tatpurusha"
9067,<<payas-himaM>T6-svAminaM>T6,payas himaM svAminaM,B-C I-C I-C,"0,2 T6|0,3 T6",<<payas-himaM>Tatpurusha-svAminaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9068,<<candanapura-rAjya>K7-antezu>T6,candanapura rAjya antezu,B-C I-C I-C,"0,2 K7|0,3 T6",<<candanapura-rAjya>Tatpurusha-antezu>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9069,<<zaw-sapta>Bss-varza>K1,zaw sapta varza,B-C I-C I-C,"0,2 Bss|0,3 K1",<<zaw-sapta>Bahuvrihi-varza>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha"
9070,<<saMyoga-avacCinna>T3-kriyAyAm>K1 <anvaya-vivakzAyAm>T6 <<<eka-pada>K1-upasTApya>T3-anvayi>T7,saMyoga avacCinna kriyAyAm anvaya vivakzAyAm eka pada upasTApya anvayi,B-C I-C I-C B-C I-C B-C I-C I-C I-C,"0,2 T3|0,3 K1|3,5 T6|5,7 K1|5,8 T3|5,9 T7",<<saMyoga-avacCinna>Tatpurusha-kriyAyAm>Tatpurusha <anvaya-vivakzAyAm>Tatpurusha <<<eka-pada>Tatpurusha-upasTApya>Tatpurusha-anvayi>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha|5,9 Tatpurusha"
9071,<budDi-AdayaH>Bs6 <pfTak-viDAH>Bs6 <nAnA-viDAH>Bs6 <<sva-karma>T6-anurUpeRa>T6,budDi AdayaH pfTak viDAH nAnA viDAH sva karma anurUpeRa,B-C I-C B-C I-C B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 Bs6|4,6 Bs6|6,8 T6|6,9 T6",<budDi-AdayaH>Bahuvrihi <pfTak-viDAH>Bahuvrihi <nAnA-viDAH>Bahuvrihi <<sva-karma>Tatpurusha-anurUpeRa>Tatpurusha,"0,2 Bahuvrihi|2,4 Bahuvrihi|4,6 Bahuvrihi|6,8 Tatpurusha|6,9 Tatpurusha"
9072,<na-<viveka-vacanasya>Tm>Tn,na viveka vacanasya,B-C I-C I-C,"0,3 Tn|1,3 Tm",<na-<viveka-vacanasya>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
9073,<<sva-kapAwa>T6-dvAram>T6,sva kapAwa dvAram,B-C I-C I-C,"0,2 T6|0,3 T6",<<sva-kapAwa>Tatpurusha-dvAram>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9074,<nadI-<taraRa-vAhakam>T6>T6 <<tIra-sTa>U-janAH>K1,nadI taraRa vAhakam tIra sTa janAH,B-C I-C I-C B-C I-C I-C,"0,3 T6|1,3 T6|3,5 U|3,6 K1",<nadI-<taraRa-vAhakam>Tatpurusha>Tatpurusha <<tIra-sTa>Tatpurusha-janAH>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
9075,<vinigamanA-viraheRa>T6 <ISvara-<icCA-jYAnayoH>Di>T6,vinigamanA viraheRa ISvara icCA jYAnayoH,B-C I-C B-C I-C I-C,"0,2 T6|2,5 T6|3,5 Di",<vinigamanA-viraheRa>Tatpurusha <ISvara-<icCA-jYAnayoH>Dvandva>Tatpurusha,"0,2 Tatpurusha|2,5 Tatpurusha|3,5 Dvandva"
9076,<<mAna-saNgopana>T6-arTam>T4,mAna saNgopana arTam,B-C I-C I-C,"0,2 T6|0,3 T4",<<mAna-saNgopana>Tatpurusha-arTam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9077,<<rAjan-guru>T6-guRasundarO>Di <BUri-nindAM>K1,rAjan guru guRasundarO BUri nindAM,B-C I-C I-C B-C I-C,"0,2 T6|0,3 Di|3,5 K1",<<rAjan-guru>Tatpurusha-guRasundarO>Dvandva <BUri-nindAM>Tatpurusha,"0,2 Tatpurusha|0,3 Dvandva|3,5 Tatpurusha"
9078,<<prAkAra-toraRa>T6-varjaM>T3,prAkAra toraRa varjaM,B-C I-C I-C,"0,2 T6|0,3 T3",<<prAkAra-toraRa>Tatpurusha-varjaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9079,<<jahat-<sva-arTa>T6>T3-lakzaRA>K1 <iti-AdO>Bs6,jahat sva arTa lakzaRA iti AdO,B-C I-C I-C I-C B-C I-C,"0,3 T3|0,4 K1|1,3 T6|4,6 Bs6",<<jahat-<sva-arTa>Tatpurusha>Tatpurusha-lakzaRA>Tatpurusha <iti-AdO>Bahuvrihi,"0,3 Tatpurusha|0,4 Tatpurusha|1,3 Tatpurusha|4,6 Bahuvrihi"
9080,<an-AturAM>Tn <jIvat-vatsAM>Bs6 <suprativihita-<tfRaSaraRa-pAnIyAM>Di>Bs6,an AturAM jIvat vatsAM suprativihita tfRaSaraRa pAnIyAM,B-C I-C B-C I-C B-C I-C I-C,"0,2 Tn|2,4 Bs6|4,7 Bs6|5,7 Di",<an-AturAM>Tatpurusha <jIvat-vatsAM>Bahuvrihi <suprativihita-<tfRaSaraRa-pAnIyAM>Dvandva>Bahuvrihi,"0,2 Tatpurusha|2,4 Bahuvrihi|4,7 Bahuvrihi|5,7 Dvandva"
9081,<<payas-hima>T6-<krayaRa-arTaM>T4>T6,payas hima krayaRa arTaM,B-C I-C I-C I-C,"0,2 T6|0,4 T6|2,4 T4",<<payas-hima>Tatpurusha-<krayaRa-arTaM>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha"
9082,<<anumAna-<sarva-sva>K1>T6-BUtA>K1,anumAna sarva sva BUtA,B-C I-C I-C I-C,"0,3 T6|0,4 K1|1,3 K1",<<anumAna-<sarva-sva>Tatpurusha>Tatpurusha-BUtA>Tatpurusha,"0,3 Tatpurusha|0,4 Tatpurusha|1,3 Tatpurusha"
9083,<<<<na-Sakya>Tn-tIra>K1-Adi>Bs6-upasTitiH>T6 <lakzaRA-vfttiH>K7,na Sakya tIra Adi upasTitiH lakzaRA vfttiH,B-C I-C I-C I-C I-C B-C I-C,"0,2 Tn|0,3 K1|0,4 Bs6|0,5 T6|5,7 K7",<<<<na-Sakya>Tatpurusha-tIra>Tatpurusha-Adi>Bahuvrihi-upasTitiH>Tatpurusha <lakzaRA-vfttiH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Bahuvrihi|0,5 Tatpurusha|5,7 Tatpurusha"
9084,<<kara-tAla>T6-DvaniH>T6,kara tAla DvaniH,B-C I-C I-C,"0,2 T6|0,3 T6",<<kara-tAla>Tatpurusha-DvaniH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
9085,<<pApa-puRya>Di-AdayaH>Bs6 <pragati-AdInAm>Bs6,pApa puRya AdayaH pragati AdInAm,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 Bs6",<<pApa-puRya>Dvandva-AdayaH>Bahuvrihi <pragati-AdInAm>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Bahuvrihi"
