,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
946,<<naraka-svarga>Di-saMjYe>Km <pApa-puRye>Di <<dvi-ja>U-uttama>T7,naraka svarga saMjYe pApa puRye dvi ja uttama,B-C I-C I-C B-C I-C B-C I-C I-C,"0,2 Di|0,3 Km|3,5 Di|5,7 U|5,8 T7",<<naraka-svarga>Dvandva-saMjYe>Tatpurusha <pApa-puRye>Dvandva <<dvi-ja>Tatpurusha-uttama>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Dvandva|5,7 Tatpurusha|5,8 Tatpurusha"
947,<vastu-Atma-kaM>Bs6,vastu Atma kaM,B-C I-C I-C,"0,3 Bs6",<vastu-Atma-kaM>Bahuvrihi,"0,3 Bahuvrihi"
948,<duHKa-Atma-kaM>Bs6 <suKa-Atma-kam>Bs6,duHKa Atma kaM suKa Atma kam,B-C I-C I-C B-C I-C I-C,"0,3 Bs6|3,6 Bs6",<duHKa-Atma-kaM>Bahuvrihi <suKa-Atma-kam>Bahuvrihi,"0,3 Bahuvrihi|3,6 Bahuvrihi"
949,<<<suKa-duHKa>Di-Adi>Bs6-lakzaRaH>Bs6,suKa duHKa Adi lakzaRaH,B-C I-C I-C I-C,"0,2 Di|0,3 Bs6|0,4 Bs6",<<<suKa-duHKa>Dvandva-Adi>Bahuvrihi-lakzaRaH>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi|0,4 Bahuvrihi"
950,<jYAna-Atma-kam>Bs6,jYAna Atma kam,B-C I-C I-C,"0,3 Bs6",<jYAna-Atma-kam>Bahuvrihi,"0,3 Bahuvrihi"
951,<Buvar-loka-Adi-kAn>Bs6,Buvar loka Adi kAn,B-C I-C I-C I-C,"0,4 Bs6",<Buvar-loka-Adi-kAn>Bahuvrihi,"0,4 Bahuvrihi"
952,<sa-<samudra-sarit-SElA>Di>Bvs,sa samudra sarit SElA,B-C I-C I-C I-C,"0,4 Bvs|1,4 Di",<sa-<samudra-sarit-SElA>Dvandva>Bahuvrihi,"0,4 Bahuvrihi|1,4 Dvandva"
953,<tAvat-<pramARa-BAge>T6>K1,tAvat pramARa BAge,B-C I-C I-C,"0,3 K1|1,3 T6",<tAvat-<pramARa-BAge>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
954,<eka-<yojana-kowiH>T6>K1 <kalpa-vAsinaH>U,eka yojana kowiH kalpa vAsinaH,B-C I-C I-C B-C I-C,"0,3 K1|1,3 T6|3,5 U",<eka-<yojana-kowiH>Tatpurusha>Tatpurusha <kalpa-vAsinaH>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha|3,5 Tatpurusha"
955,<sanandana-AdyAH>Bs6 <<na-mala>Tn-cetasaH>Bs6,sanandana AdyAH na mala cetasaH,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 Tn|2,5 Bs6",<sanandana-AdyAH>Bahuvrihi <<na-mala>Tatpurusha-cetasaH>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Bahuvrihi"
956,<<BUmi-sUrya>Di-antaraM>T6 <<<sidDa-Adi>Bs6-muni>K1-sevitam>T3,BUmi sUrya antaraM sidDa Adi muni sevitam,B-C I-C I-C B-C I-C I-C I-C,"0,2 Di|0,3 T6|3,5 Bs6|3,6 K1|3,7 T3",<<BUmi-sUrya>Dvandva-antaraM>Tatpurusha <<<sidDa-Adi>Bahuvrihi-muni>Tatpurusha-sevitam>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Bahuvrihi|3,6 Tatpurusha|3,7 Tatpurusha"
957,<<Druva-sUrya>Di-antaraM>T6 <catur-daSa>Di,Druva sUrya antaraM catur daSa,B-C I-C I-C B-C I-C,"0,2 Di|0,3 T6|3,5 Di",<<Druva-sUrya>Dvandva-antaraM>Tatpurusha <catur-daSa>Dvandva,"0,2 Dvandva|0,3 Tatpurusha|3,5 Dvandva"
958,<etat-<aRqa-kawAhena>T6>K1,etat aRqa kawAhena,B-C I-C I-C,"0,3 K1|1,3 T6",<etat-<aRqa-kawAhena>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
959,<tat-antam>T6 <<a-saMKyAta>Tn-pramARaM>k1,tat antam a saMKyAta pramARaM,B-C I-C B-C I-C I-C,"0,2 T6|2,4 Tn|2,5 k1",<tat-antam>Tatpurusha <<a-saMKyAta>Tatpurusha-pramARaM>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
960,<<kowi-kowi>T6-SatAni>T6,kowi kowi SatAni,B-C I-C I-C,"0,2 T6|0,3 T6",<<kowi-kowi>Tatpurusha-SatAni>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
961,<<pfTak-BAva>K1-kAraRaM>T6,pfTak BAva kAraRaM,B-C I-C I-C,"0,2 K1|0,3 T6",<<pfTak-BAva>Tatpurusha-kAraRaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
962,<<praDAna-puruza>Di-Atma-kam>Bs6,praDAna puruza Atma kam,B-C I-C I-C I-C,"0,2 Di|0,4 Bs6",<<praDAna-puruza>Dvandva-Atma-kam>Bahuvrihi,"0,2 Dvandva|0,4 Bahuvrihi"
963,<pAdayoH-<<mUla-skanDa-SAKA>Di-Adi>Bs6-saMyutaH>T3,pAdayoH mUla skanDa SAKA Adi saMyutaH,B-C I-C I-C I-C I-C I-C,"0,6 T3|1,4 Di|1,5 Bs6",<pAdayoH-<<mUla-skanDa-SAKA>Dvandva-Adi>Bahuvrihi-saMyutaH>Tatpurusha,"0,6 Tatpurusha|1,4 Dvandva|1,5 Bahuvrihi"
964,<<AkASa-kAla>Di-AdyAH>Bs6,AkASa kAla AdyAH,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<AkASa-kAla>Dvandva-AdyAH>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
965,<<<pra-roha>Tp-hetu>T6-sAmagryAm>T6 <muni-sattama>T7,pra roha hetu sAmagryAm muni sattama,B-C I-C I-C I-C B-C I-C,"0,2 Tp|0,3 T6|0,4 T6|4,6 T7",<<<pra-roha>Tatpurusha-hetu>Tatpurusha-sAmagryAm>Tatpurusha <muni-sattama>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|4,6 Tatpurusha"
966,<<ijyA-AyuDa-vaRijya>Di-AdyEH>Bs6,ijyA AyuDa vaRijya AdyEH,B-C I-C I-C I-C,"0,3 Di|0,4 Bs6",<<ijyA-AyuDa-vaRijya>Dvandva-AdyEH>Bahuvrihi,"0,3 Dvandva|0,4 Bahuvrihi"
967,<<narmadA-surasA>Di-AdyAH>Bs6 <<vinDyA-adri>K7-nirgatAH>T5,narmadA surasA AdyAH vinDyA adri nirgatAH,B-C I-C I-C B-C I-C I-C,"0,2 Di|0,3 Bs6|3,5 K7|3,6 T5",<<narmadA-surasA>Dvandva-AdyAH>Bahuvrihi <<vinDyA-adri>Tatpurusha-nirgatAH>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha|3,6 Tatpurusha"
968,<<veda-smftimuKa>Di-AdyAH>Bs6 <pArIyAtra-udBavAH>T5,veda smftimuKa AdyAH pArIyAtra udBavAH,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T5",<<veda-smftimuKa>Dvandva-AdyAH>Bahuvrihi <pArIyAtra-udBavAH>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
969,<<tApI-payozRI-nirvinDyA>Di-pramuKAH>Bs6 <fkza-saMBavAH>T5,tApI payozRI nirvinDyA pramuKAH fkza saMBavAH,B-C I-C I-C I-C B-C I-C,"0,3 Di|0,4 Bs6|4,6 T5",<<tApI-payozRI-nirvinDyA>Dvandva-pramuKAH>Bahuvrihi <fkza-saMBavAH>Tatpurusha,"0,3 Dvandva|0,4 Bahuvrihi|4,6 Tatpurusha"
970,<<godAvarI-BImaraTI-kfzRaveRI>Di-AdikAH>Bs6,godAvarI BImaraTI kfzRaveRI AdikAH,B-C I-C I-C I-C,"0,3 Di|0,4 Bs6",<<godAvarI-BImaraTI-kfzRaveRI>Dvandva-AdikAH>Bahuvrihi,"0,3 Dvandva|0,4 Bahuvrihi"
971,<<kftamAlA-tAmraparRI>Di-pramuKAH>Bs6 <malaya-udBavAH>T5,kftamAlA tAmraparRI pramuKAH malaya udBavAH,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T5",<<kftamAlA-tAmraparRI>Dvandva-pramuKAH>Bahuvrihi <malaya-udBavAH>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
972,<<fzikulyA-kumArA>Di-AdyAH>Bs6 <SuktimatpAda-samBavAH>T5,fzikulyA kumArA AdyAH SuktimatpAda samBavAH,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T5",<<fzikulyA-kumArA>Dvandva-AdyAH>Bahuvrihi <SuktimatpAda-samBavAH>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
973,<mahat-BAga>Bs6 <<<hfzwa-puzwa>K1-jana>K1-AkulAH>Bv,mahat BAga hfzwa puzwa jana AkulAH,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,4 K1|2,5 K1|2,6 Bv",<mahat-BAga>Bahuvrihi <<<hfzwa-puzwa>Tatpurusha-jana>Tatpurusha-AkulAH>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Bahuvrihi"
974,<<para-loka>K1-arTam>T4,para loka arTam,B-C I-C I-C,"0,2 K1|0,3 T4",<<para-loka>Tatpurusha-arTam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
975,<<BArata-BUmi>K7-BAge>T6,BArata BUmi BAge,B-C I-C I-C,"0,2 K7|0,3 T6",<<BArata-BUmi>Tatpurusha-BAge>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
976,<<na-saMkalpita>Tn-<tat-PalAni>K1>Bs6 <paramAtma-BUte>T2,na saMkalpita tat PalAni paramAtma BUte,B-C I-C I-C I-C B-C I-C,"0,2 Tn|0,4 Bs6|2,4 K1|4,6 T2",<<na-saMkalpita>Tatpurusha-<tat-PalAni>Tatpurusha>Bahuvrihi <paramAtma-BUte>Tatpurusha,"0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha|4,6 Tatpurusha"
977,<indriya-vi-pra-hInAH>T3,indriya vi pra hInAH,B-C I-C I-C I-C,"0,4 T3",<indriya-vi-pra-hInAH>Tatpurusha,"0,4 Tatpurusha"
978,<<jambU-plakza>Di-AhvayO>Bs6 <dvi-ja>U,jambU plakza AhvayO dvi ja,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 U",<<jambU-plakza>Dvandva-AhvayO>Bahuvrihi <dvi-ja>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
979,<lavaRa-ikzu-surA-sarpi-daDi-dugDa-jalEH>Di,lavaRa ikzu surA sarpi daDi dugDa jalEH,B-C I-C I-C I-C I-C I-C I-C,"0,7 Di",<lavaRa-ikzu-surA-sarpi-daDi-dugDa-jalEH>Dvandva,"0,7 Dvandva"
980,<BU-padmasya>K6 <<karRikA-AkAra>T6-saMsTitaH>T3,BU padmasya karRikA AkAra saMsTitaH,B-C I-C B-C I-C I-C,"0,2 K6|2,4 T6|2,5 T3",<BU-padmasya>Tatpurusha <<karRikA-AkAra>Tatpurusha-saMsTitaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
981,<<sahasra-dvitaya>T6-ucCrAyAH>Bs6,sahasra dvitaya ucCrAyAH,B-C I-C I-C,"0,2 T6|0,3 Bs6",<<sahasra-dvitaya>Tatpurusha-ucCrAyAH>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
982,<nava-sAhasram>Bs6 <eka-ekam>d <<dvi-ja>U-sattama>T7,nava sAhasram eka ekam dvi ja sattama,B-C I-C B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 d|4,6 U|4,7 T7",<nava-sAhasram>Bahuvrihi <eka-ekam>Dvandva <<dvi-ja>Tatpurusha-sattama>Tatpurusha,"0,2 Bahuvrihi|2,4 Dvandva|4,6 Tatpurusha|4,7 Tatpurusha"
983,<<<eka-daSa>Di-Sata>Di-AyAmAH>Bs6 <giri-ketavaH>T6,eka daSa Sata AyAmAH giri ketavaH,B-C I-C I-C I-C B-C I-C,"0,2 Di|0,3 Di|0,4 Bs6|4,6 T6",<<<eka-daSa>Dvandva-Sata>Dvandva-AyAmAH>Bahuvrihi <giri-ketavaH>Tatpurusha,"0,2 Dvandva|0,3 Dvandva|0,4 Bahuvrihi|4,6 Tatpurusha"
984,<<mahat-gaja>K1-pramARAni>Bs6,mahat gaja pramARAni,B-C I-C I-C,"0,2 K1|0,3 Bs6",<<mahat-gaja>Tatpurusha-pramARAni>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
985,<tIra-mft>T6 <tat-rasaM>T6 <<suKa-vAyu>K1-viSozitA>T3,tIra mft tat rasaM suKa vAyu viSozitA,B-C I-C B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|4,6 K1|4,7 T3",<tIra-mft>Tatpurusha <tat-rasaM>Tatpurusha <<suKa-vAyu>Tatpurusha-viSozitA>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha"
986,<<catur-daSa>Di-sahasrARi>K1 <mahat-purI>K1,catur daSa sahasrARi mahat purI,B-C I-C I-C B-C I-C,"0,2 Di|0,3 K1|3,5 K1",<<catur-daSa>Dvandva-sahasrARi>Tatpurusha <mahat-purI>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Tatpurusha"
987,<<vizRu-pAda>T6-vinizkrAntA>T3 <indu-maRqalam>T6,vizRu pAda vinizkrAntA indu maRqalam,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T3|3,5 T6",<<vizRu-pAda>Tatpurusha-vinizkrAntA>Tatpurusha <indu-maRqalam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
988,<A-<nIla-nizaDa>Di-AyAmO>Bs6 <mAlyavat-ganDamAdanO>Di,A nIla nizaDa AyAmO mAlyavat ganDamAdanO,B-C I-C I-C I-C B-C I-C,"0,4 Bs6|1,3 Di|4,6 Di",<A-<nIla-nizaDa>Dvandva-AyAmO>Bahuvrihi <mAlyavat-ganDamAdanO>Dvandva,"0,4 Bahuvrihi|1,3 Dvandva|4,6 Dvandva"
989,<<karRikA-AkAra>T6-saMsTitaH>T3,karRikA AkAra saMsTitaH,B-C I-C I-C,"0,2 T6|0,3 T3",<<karRikA-AkAra>Tatpurusha-saMsTitaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
990,<loka-padmasya>K6 <<maryAdA-SEla>K7-bAhyataH>T6,loka padmasya maryAdA SEla bAhyataH,B-C I-C B-C I-C I-C,"0,2 K6|2,4 K7|2,5 T6",<loka-padmasya>Tatpurusha <<maryAdA-SEla>Tatpurusha-bAhyataH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
991,<<dakziRa-uttara>Di-AyAmO>Bs6 <<nIla-nizaDa>Di-AyatO>Bs6,dakziRa uttara AyAmO nIla nizaDa AyatO,B-C I-C I-C B-C I-C I-C,"0,2 Di|0,3 Bs6|3,5 Di|3,6 Bs6",<<dakziRa-uttara>Dvandva-AyAmO>Bahuvrihi <<nIla-nizaDa>Dvandva-AyatO>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Dvandva|3,6 Bahuvrihi"
992,<<pUrva-paScA>Di-AyatO>Bs6,pUrva paScA AyatO,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<pUrva-paScA>Dvandva-AyatO>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
993,<<paScima-dik>K1-BAge>T6,paScima dik BAge,B-C I-C I-C,"0,2 K1|0,3 T6",<<paScima-dik>Tatpurusha-BAge>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
994,<<sidDa-cAraRa>Di-sevitAH>T3,sidDa cAraRa sevitAH,B-C I-C I-C,"0,2 Di|0,3 T3",<<sidDa-cAraRa>Dvandva-sevitAH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
995,<<<lakzmI-vizRu-agni-sUrya>Di-Adi>Bs6-devAnAM>K1 <muni-sattama>T7,lakzmI vizRu agni sUrya Adi devAnAM muni sattama,B-C I-C I-C I-C I-C I-C B-C I-C,"0,4 Di|0,5 Bs6|0,6 K1|6,8 T7",<<<lakzmI-vizRu-agni-sUrya>Dvandva-Adi>Bahuvrihi-devAnAM>Tatpurusha <muni-sattama>Tatpurusha,"0,4 Dvandva|0,5 Bahuvrihi|0,6 Tatpurusha|6,8 Tatpurusha"
996,<ganDarva-yakza-rakzAMsi>Di <dEteya-dAnavAH>Di,ganDarva yakza rakzAMsi dEteya dAnavAH,B-C I-C I-C B-C I-C,"0,3 Di|3,5 Di",<ganDarva-yakza-rakzAMsi>Dvandva <dEteya-dAnavAH>Dvandva,"0,3 Dvandva|3,5 Dvandva"
997,<<kUrma-rUpa>T6-Dfk>U,kUrma rUpa Dfk,B-C I-C I-C,"0,2 T6|0,3 U",<<kUrma-rUpa>Tatpurusha-Dfk>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
998,<<kzut-Baya>Di-Adikam>Bs7,kzut Baya Adikam,B-C I-C I-C,"0,2 Di|0,3 Bs7",<<kzut-Baya>Dvandva-Adikam>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
999,<<dvA-daSa>Di-varzARAM>K1 <sTira-AyuzaH>Bs6,dvA daSa varzARAM sTira AyuzaH,B-C I-C I-C B-C I-C,"0,2 Di|0,3 K1|3,5 Bs6",<<dvA-daSa>Dvandva-varzARAM>Tatpurusha <sTira-AyuzaH>Bahuvrihi,"0,2 Dvandva|0,3 Tatpurusha|3,5 Bahuvrihi"
1000,<<kfta-tretA>Di-AdikaM>Bs6,kfta tretA AdikaM,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<kfta-tretA>Dvandva-AdikaM>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
1001,<<dvi-ja>U-uttama>T7,dvi ja uttama,B-C I-C I-C,"0,2 U|0,3 T7",<<dvi-ja>Tatpurusha-uttama>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
1002,<<jagat-sfzwi>T6-sambanDaH>T6,jagat sfzwi sambanDaH,B-C I-C I-C,"0,2 T6|0,3 T6",<<jagat-sfzwi>Tatpurusha-sambanDaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
1003,<<meDA-agnibAhu>Di-putrAH>T6 <yoga-parAyaRAH>T6,meDA agnibAhu putrAH yoga parAyaRAH,B-C I-C I-C B-C I-C,"0,2 Di|0,3 T6|3,5 T6",<<meDA-agnibAhu>Dvandva-putrAH>Tatpurusha <yoga-parAyaRAH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Tatpurusha"
1004,<yaTA-nyAyam>A1 <a-<Pala-AkANkziRaH>T6>Tn,yaTA nyAyam a Pala AkANkziRaH,B-C I-C B-C I-C I-C,"0,2 A1|2,5 Tn|3,5 T6",<yaTA-nyAyam>Avyayibhava <a-<Pala-AkANkziRaH>Tatpurusha>Tatpurusha,"0,2 Avyayibhava|2,5 Tatpurusha|3,5 Tatpurusha"
1005,<sapta-dvIpAni>K1 <su-mahat-AtmanAm>Bs6,sapta dvIpAni su mahat AtmanAm,B-C I-C B-C I-C I-C,"0,2 K1|2,5 Bs6",<sapta-dvIpAni>Tatpurusha <su-mahat-AtmanAm>Bahuvrihi,"0,2 Tatpurusha|2,5 Bahuvrihi"
1006,<jambU-dvIpa-viBAgAn>T6,jambU dvIpa viBAgAn,B-C I-C I-C,"0,3 T6",<jambU-dvIpa-viBAgAn>Tatpurusha,"0,3 Tatpurusha"
1007,<<nIla-acala>K7-ASritaM>T3,nIla acala ASritaM,B-C I-C I-C,"0,2 K7|0,3 T3",<<nIla-acala>Tatpurusha-ASritaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
1008,<<jarA-mftyu>Di-BayaM>T5,jarA mftyu BayaM,B-C I-C I-C,"0,2 Di|0,3 T5",<<jarA-mftyu>Dvandva-BayaM>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
1009,<Darma-aDarmO>Di <uttama-aDama-maDyamAH>Di,Darma aDarmO uttama aDama maDyamAH,B-C I-C B-C I-C I-C,"0,2 Di|2,5 Di",<Darma-aDarmO>Dvandva <uttama-aDama-maDyamAH>Dvandva,"0,2 Dvandva|2,5 Dvandva"
1010,<vAnaprasTa-viDAnena>T6 <<na-kfta>Tn-niScayaH>Bs6,vAnaprasTa viDAnena na kfta niScayaH,B-C I-C B-C I-C I-C,"0,2 T6|2,4 Tn|2,5 Bs6",<vAnaprasTa-viDAnena>Tatpurusha <<na-kfta>Tatpurusha-niScayaH>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Bahuvrihi"
1011,<<putra-saMkrAmita>T3-SrIH>Bs6 <mahI-patiH>T6,putra saMkrAmita SrIH mahI patiH,B-C I-C I-C B-C I-C,"0,2 T3|0,3 Bs6|3,5 T6",<<putra-saMkrAmita>Tatpurusha-SrIH>Bahuvrihi <mahI-patiH>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha"
1012,<<<kfta-tretA>Di-Adi>Bs6-sargeRa>K1 <yuga-AKyAm>Bs6,kfta tretA Adi sargeRa yuga AKyAm,B-C I-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|0,4 K1|4,6 Bs6",<<<kfta-tretA>Dvandva-Adi>Bahuvrihi-sargeRa>Tatpurusha <yuga-AKyAm>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi|0,4 Tatpurusha|4,6 Bahuvrihi"
1013,<<dvi-ja>U-sattama>T7,dvi ja sattama,B-C I-C I-C,"0,2 U|0,3 T7",<<dvi-ja>Tatpurusha-sattama>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
1014,<sUrya-AdInAM>Bs6 <<dvi-ja>U-SrezWa>T7 <rudra-AdyEH>Bs6,sUrya AdInAM dvi ja SrezWa rudra AdyEH,B-C I-C B-C I-C I-C B-C I-C,"0,2 Bs6|2,4 U|2,5 T7|5,7 Bs6",<sUrya-AdInAM>Bahuvrihi <<dvi-ja>Tatpurusha-SrezWa>Tatpurusha <rudra-AdyEH>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Bahuvrihi"
1015,<himavat-duhitA>T6 <<dvi-ja>U-sattama>T7,himavat duhitA dvi ja sattama,B-C I-C B-C I-C I-C,"0,2 T6|2,4 U|2,5 T7",<himavat-duhitA>Tatpurusha <<dvi-ja>Tatpurusha-sattama>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
1016,<sarva-gataH>T7 <<dvi-ja>U-uttama>T7,sarva gataH dvi ja uttama,B-C I-C B-C I-C I-C,"0,2 T7|2,4 U|2,5 T7",<sarva-gataH>Tatpurusha <<dvi-ja>Tatpurusha-uttama>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
1017,<<dvi-ja>U-uttama>T7,dvi ja uttama,B-C I-C I-C,"0,2 U|0,3 T7",<<dvi-ja>Tatpurusha-uttama>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
1018,<pitf-gaRaH>T6 <<SASvata-puzwi>K1-dA>U,pitf gaRaH SASvata puzwi dA,B-C I-C B-C I-C I-C,"0,2 T6|2,4 K1|2,5 U",<pitf-gaRaH>Tatpurusha <<SASvata-puzwi>Tatpurusha-dA>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
1019,<vipra-indra>T7 <<deva-senA>T6-patiH>T6,vipra indra deva senA patiH,B-C I-C B-C I-C I-C,"0,2 T7|2,4 T6|2,5 T6",<vipra-indra>Tatpurusha <<deva-senA>Tatpurusha-patiH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
1020,<gadA-pARiH>Bv <<dvi-ja>U-uttama>T7,gadA pARiH dvi ja uttama,B-C I-C B-C I-C I-C,"0,2 Bv|2,4 U|2,5 T7",<gadA-pARiH>Bahuvrihi <<dvi-ja>Tatpurusha-uttama>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
1021,<<cakra-gadA>Di-DaraH>U,cakra gadA DaraH,B-C I-C I-C,"0,2 Di|0,3 U",<<cakra-gadA>Dvandva-DaraH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
1022,<<padma-vana>T6-AlayA>Bs6,padma vana AlayA,B-C I-C I-C,"0,2 T6|0,3 Bs6",<<padma-vana>Tatpurusha-AlayA>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
1023,<nada-svarUpI>T6 <<nadI-rUpa>T6-saMsTitA>T3,nada svarUpI nadI rUpa saMsTitA,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T3",<nada-svarUpI>Tatpurusha <<nadI-rUpa>Tatpurusha-saMsTitA>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
1024,<<deva-tiryaN-manuzya>Di-AdO>Bs6 <put-nAmA>Bs6,deva tiryaN manuzya AdO put nAmA,B-C I-C I-C I-C B-C I-C,"0,3 Di|0,4 Bs6|4,6 Bs6",<<deva-tiryaN-manuzya>Dvandva-AdO>Bahuvrihi <put-nAmA>Bahuvrihi,"0,3 Dvandva|0,4 Bahuvrihi|4,6 Bahuvrihi"
1025,<<unmatta-vrata>Km-Dfk>U,unmatta vrata Dfk,B-C I-C I-C,"0,2 Km|0,3 U",<<unmatta-vrata>Tatpurusha-Dfk>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
1026,<<unmatta-vrata>Km-Dfk>U,unmatta vrata Dfk,B-C I-C I-C,"0,2 Km|0,3 U",<<unmatta-vrata>Tatpurusha-Dfk>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
1027,<<trE-lokya>Tdt-aDipatiM>T6 <SacI-patim>T6,trE lokya aDipatiM SacI patim,B-C I-C I-C B-C I-C,"0,2 Tdt|0,3 T6|3,5 T6",<<trE-lokya>Tatpurusha-aDipatiM>Tatpurusha <SacI-patim>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
1028,<<mada-anDakArita>T3-akzaH>Bs6 <ganDa-Akfzwena>T3,mada anDakArita akzaH ganDa Akfzwena,B-C I-C I-C B-C I-C,"0,2 T3|0,3 Bs6|3,5 T3",<<mada-anDakArita>Tatpurusha-akzaH>Bahuvrihi <ganDa-Akfzwena>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha"
