,Raw_Tagged,Book,Clean,Bio_tagged,Span_Tagged,Coarse_Span_Tagged,Coarse_tag
912,"<SAka-dvIpe>K7 tu tEHvizRuH <<sUrya-rUpa>T6-DaraH>U mune
",Vishnupurana,"SAka dvIpe tu tEHvizRuH sUrya rUpa DaraH mune
",B-C I-C O O B-C I-C I-C O,"0,2 K7|4,6 T6|4,7 U","0,2 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha","<SAka-dvIpe>Tatpurusha tu tEHvizRuH <<sUrya-rUpa>Tatpurusha-DaraH>Tatpurusha mune
"
913,"<<SAka-dvIpaH>K7-pramARena>T6 valayenaiva vezwitaH
",Vishnupurana,"SAka dvIpaH pramARena valayenaiva vezwitaH
",B-C I-C I-C O O,"0,2 K7|0,3 T6","0,2 Tatpurusha|0,3 Tatpurusha","<<SAka-dvIpaH>Tatpurusha-pramARena>Tatpurusha valayenaiva vezwitaH
"
914,"mahAvIraM taTAevaanyat <<DAtukI-KaRqa>K7-saMjYitam>K7
",Vishnupurana,"mahAvIraM taTAevaanyat DAtukI KaRqa saMjYitam
",O O B-C I-C I-C,"2,4 K7|2,5 K7","2,4 Tatpurusha|2,5 Tatpurusha","mahAvIraM taTAevaanyat <<DAtukI-KaRqa>Tatpurusha-saMjYitam>Tatpurusha
"
915,"<<puzkara-dvIpa>K7-valayaM>T6 maDyena viBajaniva
",Vishnupurana,"puzkara dvIpa valayaM maDyena viBajaniva
",B-C I-C I-C O O,"0,2 K7|0,3 T6","0,2 Tatpurusha|0,3 Tatpurusha","<<puzkara-dvIpa>Tatpurusha-valayaM>Tatpurusha maDyena viBajaniva
"
916,"sTitaHasO tena viCinnaM jAtaM <<tat-varza-ka>K1-dvayam>T6
",Vishnupurana,"sTitaHasO tena viCinnaM jAtaM tat varza ka dvayam
",O O O O B-C I-C I-C I-C,"4,7 K1|4,8 T6","4,7 Tatpurusha|4,8 Tatpurusha","sTitaHasO tena viCinnaM jAtaM <<tat-varza-ka>Tatpurusha-dvayam>Tatpurusha
"
917,"naIrzyAasUyA BayaM dvezaH dozaH <loBa-Adi-kaH>Bs6 na ca
",Vishnupurana,"naIrzyAasUyA BayaM dvezaH dozaH loBa Adi kaH na ca
",O O O O B-C I-C I-C O O,"4,7 Bs6","4,7 Bahuvrihi","naIrzyAasUyA BayaM dvezaH dozaH <loBa-Adi-kaH>Bahuvrihi na ca
"
918,"na tatra nadyaH SElAH vA dvIpe <<varza-dvaya>T6-anvite>T3
",Vishnupurana,"na tatra nadyaH SElAH vA dvIpe varza dvaya anvite
",O O O O O O B-C I-C I-C,"6,8 T6|6,9 T3","6,8 Tatpurusha|6,9 Tatpurusha","na tatra nadyaH SElAH vA dvIpe <<varza-dvaya>Tatpurusha-anvite>Tatpurusha
"
919,"<<DAtakI-KaRqa>K7-saMjYe>Bs6 aTa mahAvIre ca vE mune
",Vishnupurana,"DAtakI KaRqa saMjYe aTa mahAvIre ca vE mune
",B-C I-C I-C O O O O O,"0,2 K7|0,3 Bs6","0,2 Tatpurusha|0,3 Bahuvrihi","<<DAtakI-KaRqa>Tatpurusha-saMjYe>Bahuvrihi aTa mahAvIre ca vE mune
"
920,"<<na-nyUna>Tn-<na-atiriktAH>Tn>K1 ca varDantiApaH hrasanti ca
",Vishnupurana,"na nyUna na atiriktAH ca varDantiApaH hrasanti ca
",B-C I-C I-C I-C O O O O,"0,2 Tn|0,4 K1|2,4 Tn","0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha","<<na-nyUna>Tatpurusha-<na-atiriktAH>Tatpurusha>Tatpurusha ca varDantiApaH hrasanti ca
"
921,"lokAlokaHtataHSElaH <<yojana-ayuta>T6-vistftaH>T3
",Vishnupurana,"lokAlokaHtataHSElaH yojana ayuta vistftaH
",O B-C I-C I-C,"1,3 T6|1,4 T3","1,3 Tatpurusha|1,4 Tatpurusha","lokAlokaHtataHSElaH <<yojana-ayuta>Tatpurusha-vistftaH>Tatpurusha
"
922,"<<paYcaSat-kowi>K1-vistArA>Bs7 sAiyamurvI <mahat-mune>k1
",Vishnupurana,"paYcaSat kowi vistArA sAiyamurvI mahat mune
",B-C I-C I-C O B-C I-C,"0,2 K1|0,3 Bs7|4,6 k1","0,2 Tatpurusha|0,3 Bahuvrihi|4,6 Tatpurusha","<<paYcaSat-kowi>Tatpurusha-vistArA>Bahuvrihi sAiyamurvI <mahat-mune>Tatpurusha
"
923,"yamasya vizaye GorAH <<<Sastra-agni>Di-Baya>T6-dAyinaH>U
",Vishnupurana,"yamasya vizaye GorAH Sastra agni Baya dAyinaH
",O O O B-C I-C I-C I-C,"3,5 Di|3,6 T6|3,7 U","3,5 Dvandva|3,6 Tatpurusha|3,7 Tatpurusha","yamasya vizaye GorAH <<<Sastra-agni>Dvandva-Baya>Tatpurusha-dAyinaH>Tatpurusha
"
924,"yAnti te narakaM roDaM <yaH-ca-<ut-SvAsa>K1-niroDakaH>T6
",Vishnupurana,"yAnti te narakaM roDaM yaH ca ut SvAsa niroDakaH
",O O O O B-C I-C I-C I-C I-C,"4,9 T6|6,8 K1","4,9 Tatpurusha|6,8 Tatpurusha","yAnti te narakaM roDaM <yaH-ca-<ut-SvAsa>Tatpurusha-niroDakaH>Tatpurusha
"
925,"<<rAjanya-vESya>Di-hA>U tAle taTAeva <<guru-talpa>T6-gaH>U
",Vishnupurana,"rAjanya vESya hA tAle taTAeva guru talpa gaH
",B-C I-C I-C O O B-C I-C I-C,"0,2 Di|0,3 U|5,7 T6|5,8 U","0,2 Dvandva|0,3 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha","<<rAjanya-vESya>Dvandva-hA>Tatpurusha tAle taTAeva <<guru-talpa>Tatpurusha-gaH>Tatpurusha
"
926,"<<a-gamya>Tn-gAmI>U yaHca syAtte yAnti lavaRaM <dvi-ja>U
",Vishnupurana,"a gamya gAmI yaHca syAtte yAnti lavaRaM dvi ja
",B-C I-C I-C O O O O B-C I-C,"0,2 Tn|0,3 U|7,9 U","0,2 Tatpurusha|0,3 Tatpurusha|7,9 Tatpurusha","<<a-gamya>Tatpurusha-gAmI>Tatpurusha yaHca syAtte yAnti lavaRaM <dvi-ja>Tatpurusha
"
927,"saH yAti krimiBakze vE krimiSe ca <<dur-izwa>K1-kft>U
",Vishnupurana,"saH yAti krimiBakze vE krimiSe ca dur izwa kft
",O O O O O O B-C I-C I-C,"6,8 K1|6,9 U","6,8 Tatpurusha|6,9 Tatpurusha","saH yAti krimiBakze vE krimiSe ca <<dur-izwa>Tatpurusha-kft>Tatpurusha
"
928,"<pitf-deva-atiTIn>Di tyaktvA paryaSnAti <nara-aDamaH>T7
",Vishnupurana,"pitf deva atiTIn tyaktvA paryaSnAti nara aDamaH
",B-C I-C I-C O O B-C I-C,"0,3 Di|5,7 T7","0,3 Dvandva|5,7 Tatpurusha","<pitf-deva-atiTIn>Dvandva tyaktvA paryaSnAti <nara-aDamaH>Tatpurusha
"
929,"karoti karRanaH yaHca yaHca <<KaNga-Adi>Bs6-kft>U naraH
",Vishnupurana,"karoti karRanaH yaHca yaHca KaNga Adi kft naraH
",O O O O B-C I-C I-C O,"4,6 Bs6|4,7 U","4,6 Bahuvrihi|4,7 Tatpurusha","karoti karRanaH yaHca yaHca <<KaNga-Adi>Bahuvrihi-kft>Tatpurusha naraH
"
930,"vegI pUyavahe caekaH yAti <<mizwa-anna>K1-Buk>U naraH
",Vishnupurana,"vegI pUyavahe caekaH yAti mizwa anna Buk naraH
",O O O O B-C I-C I-C O,"4,6 K1|4,7 U","4,6 Tatpurusha|4,7 Tatpurusha","vegI pUyavahe caekaH yAti <<mizwa-anna>Tatpurusha-Buk>Tatpurusha naraH
"
931,"<lAkzA-mAMsa-rasAnAM>Di ca tilAnAM lavaRasya ca
",Vishnupurana,"lAkzA mAMsa rasAnAM ca tilAnAM lavaRasya ca
",B-C I-C I-C O O O O,"0,3 Di","0,3 Dvandva","<lAkzA-mAMsa-rasAnAM>Dvandva ca tilAnAM lavaRasya ca
"
932,"<mArjAra-kukkuwa-cCAga-Sva-varAha-vihaMgamAn>Di
",Vishnupurana,"mArjAra kukkuwa cCAga Sva varAha vihaMgamAn
",B-C I-C I-C I-C I-C I-C,"0,6 Di","0,6 Dvandva","<mArjAra-kukkuwa-cCAga-Sva-varAha-vihaMgamAn>Dvandva
"
933,"pozayannarakaM yAti tameva <<dvi-ja>U-sattama>T7
",Vishnupurana,"pozayannarakaM yAti tameva dvi ja sattama
",O O O B-C I-C I-C,"3,5 U|3,6 T7","3,5 Tatpurusha|3,6 Tatpurusha","pozayannarakaM yAti tameva <<dvi-ja>Tatpurusha-sattama>Tatpurusha
"
934,"<<<retaH-pAta>T6-Adi>Bs6-kartAraH>T6 <maryAdA-BedinaH>T6 hi ye
",Vishnupurana,"retaH pAta Adi kartAraH maryAdA BedinaH hi ye
",B-C I-C I-C I-C B-C I-C O O,"0,2 T6|0,3 Bs6|0,4 T6|4,6 T6","0,2 Tatpurusha|0,3 Bahuvrihi|0,4 Tatpurusha|4,6 Tatpurusha","<<<retaH-pAta>Tatpurusha-Adi>Bahuvrihi-kartAraH>Tatpurusha <maryAdA-BedinaH>Tatpurusha hi ye
"
935,"<<sandaMSa-yAtanA>T6-maDye>T6 patataHtOuBO api
",Vishnupurana,"sandaMSa yAtanA maDye patataHtOuBO api
",B-C I-C I-C O O,"0,2 T6|0,3 T6","0,2 Tatpurusha|0,3 Tatpurusha","<<sandaMSa-yAtanA>Tatpurusha-maDye>Tatpurusha patataHtOuBO api
"
936,"Bujyante tAni puruzEH <<naraka-antara>Tm-gocarEH>T7
",Vishnupurana,"Bujyante tAni puruzEH naraka antara gocarEH
",O O O B-C I-C I-C,"3,5 Tm|3,6 T7","3,5 Tatpurusha|3,6 Tatpurusha","Bujyante tAni puruzEH <<naraka-antara>Tatpurusha-gocarEH>Tatpurusha
"
937,"<<sahasra-BAga>Bs7-praTamAH>Bs6 <dvitIya-anu-kramAH>Bs6 taTA
",Vishnupurana,"sahasra BAga praTamAH dvitIya anu kramAH taTA
",B-C I-C I-C B-C I-C I-C O,"0,2 Bs7|0,3 Bs6|3,6 Bs6","0,2 Bahuvrihi|0,3 Bahuvrihi|3,6 Bahuvrihi","<<sahasra-BAga>Bahuvrihi-praTamAH>Bahuvrihi <dvitIya-anu-kramAH>Bahuvrihi taTA
"
938,"<pApa-kft>U yAti narakaM <prAyaScitta-<parAN-muKaH>Bs6>T5
",Vishnupurana,"pApa kft yAti narakaM prAyaScitta parAN muKaH
",B-C I-C O O B-C I-C I-C,"0,2 U|4,7 T5|5,7 Bs6","0,2 Tatpurusha|4,7 Tatpurusha|5,7 Bahuvrihi","<pApa-kft>Tatpurusha yAti narakaM <prAyaScitta-<parAN-muKaH>Bahuvrihi>Tatpurusha
"
939,"yAni tezAm <na-SezARAM>Bsmn <kfzRa-anu-smaraRaM>T6 param
",Vishnupurana,"yAni tezAm na SezARAM kfzRa anu smaraRaM param
",O O B-C I-C B-C I-C I-C O,"2,4 Bsmn|4,7 T6","2,4 Bahuvrihi|4,7 Tatpurusha","yAni tezAm <na-SezARAM>Bahuvrihi <kfzRa-anu-smaraRaM>Tatpurusha param
"
940,"prAyaScittaM tu tasyaekaM <hari-saM-smaraRaM>T6 param
",Vishnupurana,"prAyaScittaM tu tasyaekaM hari saM smaraRaM param
",O O O B-C I-C I-C O,"3,6 T6","3,6 Tatpurusha","prAyaScittaM tu tasyaekaM <hari-saM-smaraRaM>Tatpurusha param
"
941,"prAtaHniSi taTA <<sanDyA-maDyAhna>Tm-Adizu>Bs6 saMsmaran
",Vishnupurana,"prAtaHniSi taTA sanDyA maDyAhna Adizu saMsmaran
",O O B-C I-C I-C O,"2,4 Tm|2,5 Bs6","2,4 Tatpurusha|2,5 Bahuvrihi","prAtaHniSi taTA <<sanDyA-maDyAhna>Tatpurusha-Adizu>Bahuvrihi saMsmaran
"
942,"<vizRu-saM-smaraRAt>T6 <kzIRa-<<samasta-kleSa>K1-saYcayaH>T6>Bs6
",Vishnupurana,"vizRu saM smaraRAt kzIRa samasta kleSa saYcayaH
",B-C I-C I-C B-C I-C I-C I-C,"0,3 T6|3,7 Bs6|4,6 K1|4,7 T6","0,3 Tatpurusha|3,7 Bahuvrihi|4,6 Tatpurusha|4,7 Tatpurusha","<vizRu-saM-smaraRAt>Tatpurusha <kzIRa-<<samasta-kleSa>Tatpurusha-saYcayaH>Tatpurusha>Bahuvrihi
"
943,"vAsudeve manaH yasya <<japa-homa-arcana>Di-Adizu>Bs6
",Vishnupurana,"vAsudeve manaH yasya japa homa arcana Adizu
",O O O B-C I-C I-C I-C,"3,6 Di|3,7 Bs6","3,6 Dvandva|3,7 Bahuvrihi","vAsudeve manaH yasya <<japa-homa-arcana>Dvandva-Adizu>Bahuvrihi
"
944,"tasyaantarAyaH mEtreya <<<deva-indra>T7-tva>U-AdikaM>Bs6 Palam
",Vishnupurana,"tasyaantarAyaH mEtreya deva indra tva AdikaM Palam
",O O B-C I-C I-C I-C O,"2,4 T7|2,5 U|2,6 Bs6","2,4 Tatpurusha|2,5 Tatpurusha|2,6 Bahuvrihi","tasyaantarAyaH mEtreya <<<deva-indra>Tatpurusha-tva>Tatpurusha-AdikaM>Bahuvrihi Palam
"
945,"kva <<nAka-pfzWa>T6-gamanaM>T6 <<punar-Avftti>A1-lakzaRam>Bs6
",Vishnupurana,"kva nAka pfzWa gamanaM punar Avftti lakzaRam
",O B-C I-C I-C B-C I-C I-C,"1,3 T6|1,4 T6|4,6 A1|4,7 Bs6","1,3 Tatpurusha|1,4 Tatpurusha|4,6 Avyayibhava|4,7 Bahuvrihi","kva <<nAka-pfzWa>Tatpurusha-gamanaM>Tatpurusha <<punar-Avftti>Avyayibhava-lakzaRam>Bahuvrihi
"
946,"<<naraka-svarga>Di-saMjYe>Km vE <pApa-puRye>Di <<dvi-ja>U-uttama>T7
",Vishnupurana,"naraka svarga saMjYe vE pApa puRye dvi ja uttama
",B-C I-C I-C O B-C I-C B-C I-C I-C,"0,2 Di|0,3 Km|4,6 Di|6,8 U|6,9 T7","0,2 Dvandva|0,3 Tatpurusha|4,6 Dvandva|6,8 Tatpurusha|6,9 Tatpurusha","<<naraka-svarga>Dvandva-saMjYe>Tatpurusha vE <pApa-puRye>Dvandva <<dvi-ja>Tatpurusha-uttama>Tatpurusha
"
947,"kopAya ca yataHtasmAtvastu <vastu-Atma-kaM>Bs6 kutaH
",Vishnupurana,"kopAya ca yataHtasmAtvastu vastu Atma kaM kutaH
",O O O B-C I-C I-C O,"3,6 Bs6","3,6 Bahuvrihi","kopAya ca yataHtasmAtvastu <vastu-Atma-kaM>Bahuvrihi kutaH
"
948,"tasmAt <duHKa-Atma-kaM>Bs6 naasti na ca kiMcit <suKa-Atma-kam>Bs6
",Vishnupurana,"tasmAt duHKa Atma kaM naasti na ca kiMcit suKa Atma kam
",O B-C I-C I-C O O O O B-C I-C I-C,"1,4 Bs6|8,11 Bs6","1,4 Bahuvrihi|8,11 Bahuvrihi","tasmAt <duHKa-Atma-kaM>Bahuvrihi naasti na ca kiMcit <suKa-Atma-kam>Bahuvrihi
"
949,"manasaH pariRAmaHayaM <<<suKa-duHKa>Di-Adi>Bs6-lakzaRaH>Bs6
",Vishnupurana,"manasaH pariRAmaHayaM suKa duHKa Adi lakzaRaH
",O O B-C I-C I-C I-C,"2,4 Di|2,5 Bs6|2,6 Bs6","2,4 Dvandva|2,5 Bahuvrihi|2,6 Bahuvrihi","manasaH pariRAmaHayaM <<<suKa-duHKa>Dvandva-Adi>Bahuvrihi-lakzaRaH>Bahuvrihi
"
950,"<jYAna-Atma-kam>Bs6 idaM viSvaM na jYAnAtvidyate param
",Vishnupurana,"jYAna Atma kam idaM viSvaM na jYAnAtvidyate param
",B-C I-C I-C O O O O O,"0,3 Bs6","0,3 Bahuvrihi","<jYAna-Atma-kam>Bahuvrihi idaM viSvaM na jYAnAtvidyate param
"
951,"<Buvar-loka-Adi-kAn>Bs6 lokAnSrotumicCAmiahaM mune
",Vishnupurana,"Buvar loka Adi kAn lokAnSrotumicCAmiahaM mune
",B-C I-C I-C I-C O O,"0,4 Bs6","0,4 Bahuvrihi","<Buvar-loka-Adi-kAn>Bahuvrihi lokAnSrotumicCAmiahaM mune
"
952,"<sa-<samudra-sarit-SElA>Di>Bvs tAvatI pfTivI smftA
",Vishnupurana,"sa samudra sarit SElA tAvatI pfTivI smftA
",B-C I-C I-C I-C O O O,"0,4 Bvs|1,4 Di","0,4 Bahuvrihi|1,4 Dvandva","<sa-<samudra-sarit-SElA>Dvandva>Bahuvrihi tAvatI pfTivI smftA
"
953,"<tAvat-<pramARa-BAge>T6>K1 tu buDasyaapiuSanAH sTitaH
",Vishnupurana,"tAvat pramARa BAge tu buDasyaapiuSanAH sTitaH
",B-C I-C I-C O O O,"0,3 K1|1,3 T6","0,3 Tatpurusha|1,3 Tatpurusha","<tAvat-<pramARa-BAge>Tatpurusha>Tatpurusha tu buDasyaapiuSanAH sTitaH
"
954,"<eka-<yojana-kowiH>T6>K1 tu yatra te <kalpa-vAsinaH>U
",Vishnupurana,"eka yojana kowiH tu yatra te kalpa vAsinaH
",B-C I-C I-C O O O B-C I-C,"0,3 K1|1,3 T6|6,8 U","0,3 Tatpurusha|1,3 Tatpurusha|6,8 Tatpurusha","<eka-<yojana-kowiH>Tatpurusha>Tatpurusha tu yatra te <kalpa-vAsinaH>Tatpurusha
"
955,"<sanandana-AdyAH>Bs6 praTitAH mEtreya <<na-mala>Tn-cetasaH>Bs6
",Vishnupurana,"sanandana AdyAH praTitAH mEtreya na mala cetasaH
",B-C I-C O O B-C I-C I-C,"0,2 Bs6|4,6 Tn|4,7 Bs6","0,2 Bahuvrihi|4,6 Tatpurusha|4,7 Bahuvrihi","<sanandana-AdyAH>Bahuvrihi praTitAH mEtreya <<na-mala>Tatpurusha-cetasaH>Bahuvrihi
"
956,"<<BUmi-sUrya>Di-antaraM>T6 yatca <<<sidDa-Adi>Bs6-muni>K1-sevitam>T3
",Vishnupurana,"BUmi sUrya antaraM yatca sidDa Adi muni sevitam
",B-C I-C I-C O B-C I-C I-C I-C,"0,2 Di|0,3 T6|4,6 Bs6|4,7 K1|4,8 T3","0,2 Dvandva|0,3 Tatpurusha|4,6 Bahuvrihi|4,7 Tatpurusha|4,8 Tatpurusha","<<BUmi-sUrya>Dvandva-antaraM>Tatpurusha yatca <<<sidDa-Adi>Bahuvrihi-muni>Tatpurusha-sevitam>Tatpurusha
"
957,"<<Druva-sUrya>Di-antaraM>T6 yatca niyutAni <catur-daSa>Di
",Vishnupurana,"Druva sUrya antaraM yatca niyutAni catur daSa
",B-C I-C I-C O O B-C I-C,"0,2 Di|0,3 T6|5,7 Di","0,2 Dvandva|0,3 Tatpurusha|5,7 Dvandva","<<Druva-sUrya>Dvandva-antaraM>Tatpurusha yatca niyutAni <catur-daSa>Dvandva
"
958,"<etat-<aRqa-kawAhena>T6>K1 tiryak caUrDvamaDaHtaTA
",Vishnupurana,"etat aRqa kawAhena tiryak caUrDvamaDaHtaTA
",B-C I-C I-C O O,"0,3 K1|1,3 T6","0,3 Tatpurusha|1,3 Tatpurusha","<etat-<aRqa-kawAhena>Tatpurusha>Tatpurusha tiryak caUrDvamaDaHtaTA
"
959,"<tat-antam>T6 <<a-saMKyAta>Tn-pramARaM>k1 caapi vE yataH
",Vishnupurana,"tat antam a saMKyAta pramARaM caapi vE yataH
",B-C I-C B-C I-C I-C O O O,"0,2 T6|2,4 Tn|2,5 k1","0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha","<tat-antam>Tatpurusha <<a-saMKyAta>Tatpurusha-pramARaM>Tatpurusha caapi vE yataH
"
960,"IdfSAnAM taTA tatra <<kowi-kowi>T6-SatAni>T6 ca
",Vishnupurana,"IdfSAnAM taTA tatra kowi kowi SatAni ca
",O O O B-C I-C I-C O,"3,5 T6|3,6 T6","3,5 Tatpurusha|3,6 Tatpurusha","IdfSAnAM taTA tatra <<kowi-kowi>Tatpurusha-SatAni>Tatpurusha ca
"
961,"tayoH sAeva <<pfTak-BAva>K1-kAraRaM>T6 saMSrayasya ca
",Vishnupurana,"tayoH sAeva pfTak BAva kAraRaM saMSrayasya ca
",O O B-C I-C I-C O O,"2,4 K1|2,5 T6","2,4 Tatpurusha|2,5 Tatpurusha","tayoH sAeva <<pfTak-BAva>Tatpurusha-kAraRaM>Tatpurusha saMSrayasya ca
"
962,"SaktiH sAapi taTA vizRoH <<praDAna-puruza>Di-Atma-kam>Bs6
",Vishnupurana,"SaktiH sAapi taTA vizRoH praDAna puruza Atma kam
",O O O O B-C I-C I-C I-C,"4,6 Di|4,8 Bs6","4,6 Dvandva|4,8 Bahuvrihi","SaktiH sAapi taTA vizRoH <<praDAna-puruza>Dvandva-Atma-kam>Bahuvrihi
"
963,"yaTA ca <pAdayoH-<<mUla-skanDa-SAKA>Di-Adi>Bs6-saMyutaH>T3
",Vishnupurana,"yaTA ca pAdayoH mUla skanDa SAKA Adi saMyutaH
",O O B-C I-C I-C I-C I-C I-C,"2,8 T3|3,6 Di|3,7 Bs6","2,8 Tatpurusha|3,6 Dvandva|3,7 Bahuvrihi","yaTA ca <pAdayoH-<<mUla-skanDa-SAKA>Dvandva-Adi>Bahuvrihi-saMyutaH>Tatpurusha
"
964,"sanniDAnAtyaTA <<AkASa-kAla>Di-AdyAH>Bs6 kAraRaM taroH
",Vishnupurana,"sanniDAnAtyaTA AkASa kAla AdyAH kAraRaM taroH
",O B-C I-C I-C O O,"1,3 Di|1,4 Bs6","1,3 Dvandva|1,4 Bahuvrihi","sanniDAnAtyaTA <<AkASa-kAla>Dvandva-AdyAH>Bahuvrihi kAraRaM taroH
"
965,"<<<pra-roha>Tp-hetu>T6-sAmagryAm>T6 AsAdya <muni-sattama>T7
",Vishnupurana,"pra roha hetu sAmagryAm AsAdya muni sattama
",B-C I-C I-C I-C O B-C I-C,"0,2 Tp|0,3 T6|0,4 T6|5,7 T7","0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|5,7 Tatpurusha","<<<pra-roha>Tatpurusha-hetu>Tatpurusha-sAmagryAm>Tatpurusha AsAdya <muni-sattama>Tatpurusha
"
966,"<<ijyA-AyuDa-vaRijya>Di-AdyEH>Bs6 vartayantaH vyavasTitAH
",Vishnupurana,"ijyA AyuDa vaRijya AdyEH vartayantaH vyavasTitAH
",B-C I-C I-C I-C O O,"0,3 Di|0,4 Bs6","0,3 Dvandva|0,4 Bahuvrihi","<<ijyA-AyuDa-vaRijya>Dvandva-AdyEH>Bahuvrihi vartayantaH vyavasTitAH
"
967,"<<narmadA-surasA>Di-AdyAH>Bs6 ca nadyaH <<vinDyA-adri>K7-nirgatAH>T5
",Vishnupurana,"narmadA surasA AdyAH ca nadyaH vinDyA adri nirgatAH
",B-C I-C I-C O O B-C I-C I-C,"0,2 Di|0,3 Bs6|5,7 K7|5,8 T5","0,2 Dvandva|0,3 Bahuvrihi|5,7 Tatpurusha|5,8 Tatpurusha","<<narmadA-surasA>Dvandva-AdyAH>Bahuvrihi ca nadyaH <<vinDyA-adri>Tatpurusha-nirgatAH>Tatpurusha
"
968,"<<veda-smftimuKa>Di-AdyAH>Bs6 ca <pArIyAtra-udBavAH>T5 mune
",Vishnupurana,"veda smftimuKa AdyAH ca pArIyAtra udBavAH mune
",B-C I-C I-C O B-C I-C O,"0,2 Di|0,3 Bs6|4,6 T5","0,2 Dvandva|0,3 Bahuvrihi|4,6 Tatpurusha","<<veda-smftimuKa>Dvandva-AdyAH>Bahuvrihi ca <pArIyAtra-udBavAH>Tatpurusha mune
"
969,"<<tApI-payozRI-nirvinDyA>Di-pramuKAH>Bs6 <fkza-saMBavAH>T5
",Vishnupurana,"tApI payozRI nirvinDyA pramuKAH fkza saMBavAH
",B-C I-C I-C I-C B-C I-C,"0,3 Di|0,4 Bs6|4,6 T5","0,3 Dvandva|0,4 Bahuvrihi|4,6 Tatpurusha","<<tApI-payozRI-nirvinDyA>Dvandva-pramuKAH>Bahuvrihi <fkza-saMBavAH>Tatpurusha
"
970,"<<godAvarI-BImaraTI-kfzRaveRI>Di-AdikAH>Bs6 taTA
",Vishnupurana,"godAvarI BImaraTI kfzRaveRI AdikAH taTA
",B-C I-C I-C I-C O,"0,3 Di|0,4 Bs6","0,3 Dvandva|0,4 Bahuvrihi","<<godAvarI-BImaraTI-kfzRaveRI>Dvandva-AdikAH>Bahuvrihi taTA
"
971,"<<kftamAlA-tAmraparRI>Di-pramuKAH>Bs6 <malaya-udBavAH>T5
",Vishnupurana,"kftamAlA tAmraparRI pramuKAH malaya udBavAH
",B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T5","0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha","<<kftamAlA-tAmraparRI>Dvandva-pramuKAH>Bahuvrihi <malaya-udBavAH>Tatpurusha
"
972,"<<fzikulyA-kumArA>Di-AdyAH>Bs6 <SuktimatpAda-samBavAH>T5
",Vishnupurana,"fzikulyA kumArA AdyAH SuktimatpAda samBavAH
",B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T5","0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha","<<fzikulyA-kumArA>Dvandva-AdyAH>Bahuvrihi <SuktimatpAda-samBavAH>Tatpurusha
"
973,"samIpataH <mahat-BAga>Bs6 <<<hfzwa-puzwa>K1-jana>K1-AkulAH>Bv
",Vishnupurana,"samIpataH mahat BAga hfzwa puzwa jana AkulAH
",O B-C I-C B-C I-C I-C I-C,"1,3 Bs6|3,5 K1|3,6 K1|3,7 Bv","1,3 Bahuvrihi|3,5 Tatpurusha|3,6 Tatpurusha|3,7 Bahuvrihi","samIpataH <mahat-BAga>Bahuvrihi <<<hfzwa-puzwa>Tatpurusha-jana>Tatpurusha-AkulAH>Bahuvrihi
"
974,"dAnAni caatra dIyante <<para-loka>K1-arTam>T4 AdarAt
",Vishnupurana,"dAnAni caatra dIyante para loka arTam AdarAt
",O O O B-C I-C I-C O,"3,5 K1|3,6 T4","3,5 Tatpurusha|3,6 Tatpurusha","dAnAni caatra dIyante <<para-loka>Tatpurusha-arTam>Tatpurusha AdarAt
"
975,"gAyanti devAH kila gItakAni DanyAastu te <<BArata-BUmi>K7-BAge>T6
",Vishnupurana,"gAyanti devAH kila gItakAni DanyAastu te BArata BUmi BAge
",O O O O O O B-C I-C I-C,"6,8 K7|6,9 T6","6,8 Tatpurusha|6,9 Tatpurusha","gAyanti devAH kila gItakAni DanyAastu te <<BArata-BUmi>Tatpurusha-BAge>Tatpurusha
"
976,"karmARi <<na-saMkalpita>Tn-<tat-PalAni>K1>Bs6 sannyasya vizRoH <paramAtma-BUte>T2
",Vishnupurana,"karmARi na saMkalpita tat PalAni sannyasya vizRoH paramAtma BUte
",O B-C I-C I-C I-C O O B-C I-C,"1,3 Tn|1,5 Bs6|3,5 K1|7,9 T2","1,3 Tatpurusha|1,5 Bahuvrihi|3,5 Tatpurusha|7,9 Tatpurusha","karmARi <<na-saMkalpita>Tatpurusha-<tat-PalAni>Tatpurusha>Bahuvrihi sannyasya vizRoH <paramAtma-BUte>Tatpurusha
"
977,"prApsyAma DanyAH Kalu te manuzyAH ye BArate na <indriya-vi-pra-hInAH>T3
",Vishnupurana,"prApsyAma DanyAH Kalu te manuzyAH ye BArate na indriya vi pra hInAH
",O O O O O O O O B-C I-C I-C I-C,"8,12 T3","8,12 Tatpurusha","prApsyAma DanyAH Kalu te manuzyAH ye BArate na <indriya-vi-pra-hInAH>Tatpurusha
"
